order_id,payment_method,amount,payment_date,payment_status,transaction_id,created_at
91,Credit Card,2787.31,2025-06-19 09:51:00,completed,CC_20250619_801,2025-06-19 09:51:00
92,GCash,1913.5,2025-06-20 10:11:00,pending,GC_20250620_817,2025-06-20 10:11:00
93,Credit Card,2419.91,2025-06-20 16:57:00,pending,CC_20250620_992,2025-06-20 16:57:00
94,Bank Transfer,2117.55,2025-06-20 11:31:00,pending,BT_20250620_438,2025-06-20 11:31:00
95,PayMaya,2504.84,2025-06-22 13:23:00,pending,PM_20250622_895,2025-06-22 13:23:00
96,Credit Card,2643.43,2025-06-22 20:31:00,completed,CC_20250622_742,2025-06-22 20:31:00
97,Credit Card,1915.9,2025-06-23 20:38:00,completed,CC_20250623_621,2025-06-23 20:38:00
98,PayMaya,2435.25,2025-06-23 09:20:00,completed,PM_20250623_788,2025-06-23 09:20:00
99,Credit Card,2404.87,2025-06-23 19:00:00,completed,CC_20250623_274,2025-06-23 19:00:00
100,Credit Card,2411.73,2025-06-23 20:18:00,completed,CC_20250623_183,2025-06-23 20:18:00
101,Credit Card,2230.49,2025-06-23 14:11:00,completed,CC_20250623_213,2025-06-23 14:11:00
102,Credit Card,1639.84,2025-06-23 20:31:00,completed,CC_20250623_916,2025-06-23 20:31:00
103,PayMaya,2137.07,2025-06-23 17:03:00,completed,PM_20250623_878,2025-06-23 17:03:00
104,Bank Transfer,1784.65,2025-06-23 14:52:00,completed,BT_20250623_174,2025-06-23 14:52:00
105,GCash,2352.17,2025-06-24 16:22:00,pending,GC_20250624_508,2025-06-24 16:22:00
106,Credit Card,2981.07,2025-06-24 10:43:00,completed,CC_20250624_215,2025-06-24 10:43:00
107,PayMaya,1985.8,2025-06-24 18:29:00,pending,PM_20250624_772,2025-06-24 18:29:00
108,Bank Transfer,2379.1,2025-06-25 11:41:00,completed,BT_20250625_920,2025-06-25 11:41:00
109,Credit Card,2956.85,2025-06-26 16:50:00,completed,CC_20250626_501,2025-06-26 16:50:00
110,Credit Card,2098.1,2025-06-26 09:01:00,completed,CC_20250626_838,2025-06-26 09:01:00
111,PayMaya,2000.95,2025-06-26 17:14:00,pending,PM_20250626_995,2025-06-26 17:14:00
112,GCash,1981.23,2025-06-26 14:09:00,pending,GC_20250626_992,2025-06-26 14:09:00
113,Credit Card,2749.59,2025-06-27 14:11:00,completed,CC_20250627_192,2025-06-27 14:11:00
114,Bank Transfer,1985.86,2025-06-27 09:25:00,completed,BT_20250627_476,2025-06-27 09:25:00
115,Credit Card,2693.24,2025-06-27 16:13:00,completed,CC_20250627_866,2025-06-27 16:13:00
116,Credit Card,2464.69,2025-07-02 13:17:00,completed,CC_20250702_402,2025-07-02 13:17:00
117,PayMaya,2201.83,2025-07-05 18:18:00,completed,PM_20250705_639,2025-07-05 18:18:00
118,GCash,1856.99,2025-07-08 17:34:00,completed,GC_20250708_862,2025-07-08 17:34:00
119,Bank Transfer,2282.23,2025-07-12 08:00:00,completed,BT_20250712_886,2025-07-12 08:00:00
120,Credit Card,3302.6,2025-02-19 14:20:00,pending,CC_20250219_627,2025-02-19 14:20:00
121,GCash,4708.18,2025-02-24 19:01:00,completed,GC_20250224_315,2025-02-24 19:01:00
122,PayMaya,5531.46,2025-03-05 17:26:00,completed,PM_20250305_969,2025-03-05 17:26:00
123,Credit Card,4220.75,2025-03-26 17:05:00,completed,CC_20250326_254,2025-03-26 17:05:00
124,Credit Card,4031.81,2025-03-27 18:23:00,pending,CC_20250327_475,2025-03-27 18:23:00
125,Bank Transfer,5836.6,2025-04-08 14:27:00,pending,BT_20250408_932,2025-04-08 14:27:00
126,Bank Transfer,5012.28,2025-05-04 16:21:00,completed,BT_20250504_251,2025-05-04 16:21:00
127,Bank Transfer,4677.15,2025-05-31 18:01:00,completed,BT_20250531_589,2025-05-31 18:01:00
128,GCash,5997.19,2025-07-28 12:53:00,completed,GC_20250728_423,2025-07-28 12:53:00
129,Credit Card,3798.51,2025-07-28 20:17:00,completed,CC_20250728_492,2025-07-28 20:17:00
130,Credit Card,6324.71,2025-07-28 08:19:00,completed,CC_20250728_492,2025-07-28 08:19:00
131,Bank Transfer,6185.71,2025-07-28 12:44:00,pending,BT_20250728_713,2025-07-28 12:44:00
132,PayMaya,3460.79,2025-07-29 13:03:00,completed,PM_20250729_986,2025-07-29 13:03:00
133,GCash,4759.41,2025-07-29 16:59:00,completed,GC_20250729_175,2025-07-29 16:59:00
134,Credit Card,6476.48,2025-07-30 12:35:00,completed,CC_20250730_140,2025-07-30 12:35:00
135,GCash,3985.11,2025-07-31 17:37:00,completed,GC_20250731_423,2025-07-31 17:37:00
136,Credit Card,4973.5,2025-08-01 14:15:00,completed,CC_20250801_396,2025-08-01 14:15:00
137,GCash,1921.12,2025-02-02 13:20:00,completed,GC_20250202_272,2025-02-02 13:20:00
138,Bank Transfer,2109.52,2025-02-02 12:07:00,completed,BT_20250202_217,2025-02-02 12:07:00
139,Credit Card,1749.83,2025-02-02 12:42:00,completed,CC_20250202_581,2025-02-02 12:42:00
140,Bank Transfer,1738.75,2025-02-03 08:58:00,completed,BT_20250203_314,2025-02-03 08:58:00
141,PayMaya,2051.65,2025-02-04 14:11:00,completed,PM_20250204_884,2025-02-04 14:11:00
142,Credit Card,1466.3,2025-02-04 13:17:00,completed,CC_20250204_296,2025-02-04 13:17:00
143,GCash,2061.46,2025-02-04 12:45:00,completed,GC_20250204_928,2025-02-04 12:45:00
144,Credit Card,1338.3,2025-02-07 20:57:00,completed,CC_20250207_450,2025-02-07 20:57:00
145,Bank Transfer,2095.18,2025-02-07 14:54:00,completed,BT_20250207_930,2025-02-07 14:54:00
146,Credit Card,1275.04,2025-02-10 19:05:00,completed,CC_20250210_133,2025-02-10 19:05:00
147,PayMaya,1642.13,2025-02-14 09:03:00,completed,PM_20250214_731,2025-02-14 09:03:00
148,Credit Card,1490.28,2025-02-16 17:17:00,completed,CC_20250216_725,2025-02-16 17:17:00
149,PayMaya,530.56,2025-03-04 13:09:00,completed,PM_20250304_654,2025-03-04 13:09:00
150,PayMaya,594.42,2025-03-07 09:59:00,completed,PM_20250307_908,2025-03-07 09:59:00
151,PayMaya,700.1,2025-03-08 08:47:00,completed,PM_20250308_686,2025-03-08 08:47:00
152,GCash,417.81,2025-03-19 13:55:00,completed,GC_20250319_829,2025-03-19 13:55:00
153,Credit Card,160.85,2025-04-16 14:51:00,completed,CC_20250416_902,2025-04-16 14:51:00
154,GCash,113.37,2025-04-16 11:37:00,completed,GC_20250416_687,2025-04-16 11:37:00
155,Credit Card,101.01,2025-04-18 08:38:00,completed,CC_20250418_941,2025-04-18 08:38:00
156,Credit Card,109.37,2025-04-19 17:43:00,completed,CC_20250419_177,2025-04-19 17:43:00
157,Bank Transfer,119.13,2025-04-19 16:32:00,completed,BT_20250419_640,2025-04-19 16:32:00
158,GCash,114.45,2025-04-20 19:26:00,completed,GC_20250420_491,2025-04-20 19:26:00
159,PayMaya,168.25,2025-04-20 19:49:00,completed,PM_20250420_485,2025-04-20 19:49:00
160,PayMaya,139.5,2025-04-21 15:58:00,completed,PM_20250421_782,2025-04-21 15:58:00
161,Credit Card,132.4,2025-04-22 09:02:00,completed,CC_20250422_227,2025-04-22 09:02:00
162,Bank Transfer,107.23,2025-04-22 13:57:00,completed,BT_20250422_537,2025-04-22 13:57:00
163,Credit Card,149.52,2025-04-25 17:05:00,pending,CC_20250425_814,2025-04-25 17:05:00
164,GCash,116.82,2025-04-26 20:34:00,completed,GC_20250426_985,2025-04-26 20:34:00
165,PayMaya,97.64,2025-04-29 13:59:00,completed,PM_20250429_319,2025-04-29 13:59:00
166,Bank Transfer,135.63,2025-04-29 16:15:00,completed,BT_20250429_716,2025-04-29 16:15:00
167,Credit Card,153.03,2025-05-01 17:57:00,completed,CC_20250501_942,2025-05-01 17:57:00
168,GCash,94.25,2025-05-02 17:08:00,pending,GC_20250502_943,2025-05-02 17:08:00
169,Credit Card,154.56,2025-05-04 14:24:00,completed,CC_20250504_674,2025-05-04 14:24:00
170,Credit Card,128.29,2025-05-04 11:54:00,pending,CC_20250504_516,2025-05-04 11:54:00
171,Credit Card,155.55,2025-05-07 08:08:00,completed,CC_20250507_980,2025-05-07 08:08:00
172,GCash,137.84,2025-05-08 10:25:00,completed,GC_20250508_699,2025-05-08 10:25:00
173,Credit Card,104.71,2025-05-08 10:01:00,completed,CC_20250508_891,2025-05-08 10:01:00
174,Credit Card,157.43,2025-05-09 09:36:00,completed,CC_20250509_729,2025-05-09 09:36:00
175,PayMaya,146.27,2025-05-13 11:44:00,completed,PM_20250513_873,2025-05-13 11:44:00
176,GCash,123.56,2025-05-14 11:40:00,completed,GC_20250514_390,2025-05-14 11:40:00
177,Bank Transfer,152.78,2025-05-15 18:15:00,pending,BT_20250515_196,2025-05-15 18:15:00
178,Bank Transfer,129.44,2025-05-15 11:17:00,completed,BT_20250515_382,2025-05-15 11:17:00
179,PayMaya,104.63,2025-05-16 10:54:00,completed,PM_20250516_888,2025-05-16 10:54:00
180,GCash,107.49,2025-05-24 08:54:00,completed,GC_20250524_316,2025-05-24 08:54:00
181,Credit Card,98.39,2025-05-25 17:56:00,completed,CC_20250525_506,2025-05-25 17:56:00
182,Credit Card,159.74,2025-05-27 08:11:00,completed,CC_20250527_714,2025-05-27 08:11:00
183,Credit Card,95.4,2025-06-03 14:54:00,completed,CC_20250603_824,2025-06-03 14:54:00
184,GCash,423.4,2025-03-22 12:42:00,completed,GC_20250322_974,2025-03-22 12:42:00
185,Credit Card,407.95,2025-04-07 20:48:00,completed,CC_20250407_240,2025-04-07 20:48:00
186,Credit Card,447.49,2025-03-11 17:50:00,completed,CC_20250311_268,2025-03-11 17:50:00
187,Credit Card,649.43,2025-03-14 14:06:00,completed,CC_20250314_345,2025-03-14 14:06:00
188,Bank Transfer,411.11,2025-03-20 12:36:00,completed,BT_20250320_119,2025-03-20 12:36:00
189,Bank Transfer,550.66,2025-03-24 20:55:00,completed,BT_20250324_882,2025-03-24 20:55:00
190,Credit Card,563.31,2025-03-28 08:35:00,completed,CC_20250328_728,2025-03-28 08:35:00
191,PayMaya,390.64,2025-04-03 17:03:00,completed,PM_20250403_385,2025-04-03 17:03:00
192,Bank Transfer,1466.2,2025-01-30 11:51:00,completed,BT_20250130_470,2025-01-30 11:51:00
193,Credit Card,1501.32,2025-02-03 10:45:00,completed,CC_20250203_427,2025-02-03 10:45:00
194,Bank Transfer,1786.74,2025-02-08 10:18:00,completed,BT_20250208_314,2025-02-08 10:18:00
195,Credit Card,1180.6,2025-02-11 09:43:00,completed,CC_20250211_431,2025-02-11 09:43:00
196,Credit Card,1837.48,2025-02-12 20:32:00,completed,CC_20250212_463,2025-02-12 20:32:00
197,GCash,1936.98,2025-02-12 13:22:00,completed,GC_20250212_875,2025-02-12 13:22:00
198,Bank Transfer,1325.97,2025-02-18 17:58:00,completed,BT_20250218_235,2025-02-18 17:58:00
199,Credit Card,1674.7,2025-02-18 11:42:00,completed,CC_20250218_787,2025-02-18 11:42:00
200,Credit Card,1900.92,2025-02-25 20:11:00,completed,CC_20250225_234,2025-02-25 20:11:00
201,Credit Card,1469.55,2025-02-28 15:58:00,completed,CC_20250228_486,2025-02-28 15:58:00
202,Credit Card,1986.19,2025-03-03 14:12:00,completed,CC_20250303_761,2025-03-03 14:12:00
203,Credit Card,1500.51,2025-03-08 19:39:00,completed,CC_20250308_867,2025-03-08 19:39:00
204,Credit Card,1464.03,2025-03-09 13:28:00,completed,CC_20250309_620,2025-03-09 13:28:00
205,PayMaya,1460.45,2025-03-10 19:11:00,completed,PM_20250310_912,2025-03-10 19:11:00
206,Bank Transfer,1364.01,2025-03-11 14:10:00,completed,BT_20250311_186,2025-03-11 14:10:00
207,GCash,1594.14,2025-03-14 17:48:00,completed,GC_20250314_137,2025-03-14 17:48:00
208,GCash,1672.3,2025-03-15 09:15:00,completed,GC_20250315_136,2025-03-15 09:15:00
209,Credit Card,1895.98,2025-03-18 19:46:00,completed,CC_20250318_153,2025-03-18 19:46:00
210,Bank Transfer,1317.33,2025-03-23 19:18:00,completed,BT_20250323_336,2025-03-23 19:18:00
211,GCash,1680.1,2025-04-09 18:05:00,completed,GC_20250409_338,2025-04-09 18:05:00
212,GCash,2032.68,2025-01-17 19:47:00,pending,GC_20250117_145,2025-01-17 19:47:00
213,GCash,2346.05,2025-01-19 11:26:00,completed,GC_20250119_619,2025-01-19 11:26:00
214,Bank Transfer,1429.32,2025-01-21 13:16:00,completed,BT_20250121_891,2025-01-21 13:16:00
215,Credit Card,1502.81,2025-01-24 15:31:00,completed,CC_20250124_788,2025-01-24 15:31:00
216,Credit Card,2410.81,2025-01-26 10:29:00,pending,CC_20250126_206,2025-01-26 10:29:00
217,Credit Card,2445.63,2025-01-29 10:25:00,completed,CC_20250129_476,2025-01-29 10:25:00
218,Bank Transfer,1425.81,2025-01-31 17:00:00,pending,BT_20250131_240,2025-01-31 17:00:00
219,Credit Card,2295.89,2025-01-31 20:48:00,completed,CC_20250131_213,2025-01-31 20:48:00
220,PayMaya,1435.24,2025-02-01 13:39:00,completed,PM_20250201_538,2025-02-01 13:39:00
221,PayMaya,1663.14,2025-02-02 12:45:00,completed,PM_20250202_115,2025-02-02 12:45:00
222,Credit Card,1670.39,2025-02-04 15:46:00,completed,CC_20250204_678,2025-02-04 15:46:00
223,Bank Transfer,2624.75,2025-02-22 11:44:00,completed,BT_20250222_489,2025-02-22 11:44:00
224,PayMaya,3344.64,2025-02-13 16:11:00,pending,PM_20250213_259,2025-02-13 16:11:00
225,Credit Card,825.72,2025-02-24 16:48:00,completed,CC_20250224_863,2025-02-24 16:48:00
226,GCash,1339.62,2025-02-28 11:27:00,completed,GC_20250228_473,2025-02-28 11:27:00
227,Credit Card,8014.04,2025-02-27 18:25:00,completed,CC_20250227_838,2025-02-27 18:25:00
228,Credit Card,5510.55,2025-03-21 11:11:00,completed,CC_20250321_942,2025-03-21 11:11:00
229,Credit Card,6749.9,2025-03-26 14:30:00,completed,CC_20250326_969,2025-03-26 14:30:00
230,Credit Card,5181.4,2025-04-05 12:27:00,completed,CC_20250405_324,2025-04-05 12:27:00
231,Credit Card,9234.52,2025-04-09 19:42:00,pending,CC_20250409_388,2025-04-09 19:42:00
232,Credit Card,5952.15,2025-04-18 11:40:00,completed,CC_20250418_644,2025-04-18 11:40:00
233,PayMaya,266.16,2025-07-09 17:18:00,completed,PM_20250709_546,2025-07-09 17:18:00
234,PayMaya,171.95,2025-07-10 11:03:00,completed,PM_20250710_578,2025-07-10 11:03:00
235,COD,252.57,2025-07-10 09:01:00,completed,COD_20250710_803,2025-07-10 09:01:00
236,PayMaya,195.2,2025-07-10 12:12:00,completed,PM_20250710_100,2025-07-10 12:12:00
237,PayMaya,185.93,2025-07-11 13:54:00,pending,PM_20250711_372,2025-07-11 13:54:00
238,GCash,188.08,2025-07-14 09:37:00,completed,GC_20250714_922,2025-07-14 09:37:00
239,PayMaya,268.83,2025-07-15 14:47:00,completed,PM_20250715_957,2025-07-15 14:47:00
240,Credit Card,222.75,2025-07-16 13:19:00,pending,CC_20250716_757,2025-07-16 13:19:00
241,COD,195.65,2025-07-16 18:16:00,completed,COD_20250716_215,2025-07-16 18:16:00
242,GCash,247.86,2025-07-17 09:10:00,completed,GC_20250717_389,2025-07-17 09:10:00
243,GCash,143.28,2025-07-21 20:24:00,pending,GC_20250721_450,2025-07-21 20:24:00
244,Bank Transfer,1264.58,2025-02-09 20:57:00,completed,BT_20250209_156,2025-02-09 20:57:00
245,Bank Transfer,1787.22,2025-02-10 18:25:00,completed,BT_20250210_897,2025-02-10 18:25:00
246,Bank Transfer,1291.88,2025-02-11 09:00:00,completed,BT_20250211_194,2025-02-11 09:00:00
247,Bank Transfer,1392.93,2025-02-11 20:24:00,completed,BT_20250211_131,2025-02-11 20:24:00
248,Bank Transfer,2005.02,2025-02-12 09:43:00,completed,BT_20250212_468,2025-02-12 09:43:00
249,Bank Transfer,1404.35,2025-02-12 10:33:00,completed,BT_20250212_667,2025-02-12 10:33:00
250,Credit Card,1898.89,2025-02-14 12:52:00,completed,CC_20250214_790,2025-02-14 12:52:00
251,Bank Transfer,2112.38,2025-02-15 12:54:00,pending,BT_20250215_260,2025-02-15 12:54:00
252,PayMaya,1977.38,2025-02-15 15:01:00,completed,PM_20250215_372,2025-02-15 15:01:00
253,Bank Transfer,2118.18,2025-02-15 17:26:00,completed,BT_20250215_477,2025-02-15 17:26:00
254,Credit Card,2262.78,2025-02-15 09:33:00,completed,CC_20250215_741,2025-02-15 09:33:00
255,Credit Card,1342.84,2025-02-16 13:36:00,completed,CC_20250216_626,2025-02-16 13:36:00
256,PayMaya,1379.35,2025-02-18 09:41:00,completed,PM_20250218_796,2025-02-18 09:41:00
257,Bank Transfer,2423.18,2025-02-20 20:06:00,completed,BT_20250220_189,2025-02-20 20:06:00
258,Credit Card,1744.28,2025-02-21 13:28:00,completed,CC_20250221_525,2025-02-21 13:28:00
259,Credit Card,1426.0,2025-02-23 14:06:00,completed,CC_20250223_928,2025-02-23 14:06:00
260,Bank Transfer,2449.51,2025-02-23 20:51:00,completed,BT_20250223_618,2025-02-23 20:51:00
261,Credit Card,2201.4,2025-02-23 13:44:00,completed,CC_20250223_169,2025-02-23 13:44:00
262,GCash,1786.92,2025-02-24 12:12:00,completed,GC_20250224_350,2025-02-24 12:12:00
263,Credit Card,1468.06,2025-02-25 09:24:00,completed,CC_20250225_749,2025-02-25 09:24:00
264,GCash,1387.79,2025-02-28 13:26:00,completed,GC_20250228_431,2025-02-28 13:26:00
265,Bank Transfer,1891.6,2025-03-01 19:27:00,pending,BT_20250301_926,2025-03-01 19:27:00
266,Credit Card,1734.11,2025-03-03 16:42:00,completed,CC_20250303_151,2025-03-03 16:42:00
267,Credit Card,2415.05,2025-03-05 18:34:00,pending,CC_20250305_985,2025-03-05 18:34:00
268,Credit Card,1293.4,2025-04-23 11:23:00,completed,CC_20250423_103,2025-04-23 11:23:00
269,Bank Transfer,699.54,2025-04-27 13:08:00,completed,BT_20250427_437,2025-04-27 13:08:00
270,Credit Card,1039.26,2025-05-08 13:09:00,completed,CC_20250508_902,2025-05-08 13:09:00
271,GCash,1352.43,2025-07-18 18:01:00,completed,GC_20250718_492,2025-07-18 18:01:00
272,GCash,1191.87,2025-07-19 14:06:00,completed,GC_20250719_111,2025-07-19 14:06:00
273,Credit Card,1396.42,2025-07-19 08:40:00,completed,CC_20250719_100,2025-07-19 08:40:00
274,Credit Card,1545.46,2025-07-20 19:33:00,completed,CC_20250720_204,2025-07-20 19:33:00
275,PayMaya,1179.11,2025-07-20 08:45:00,completed,PM_20250720_430,2025-07-20 08:45:00
276,Credit Card,1421.86,2025-07-20 12:14:00,completed,CC_20250720_210,2025-07-20 12:14:00
