customer_id,order_date,total_amount,status,payment_method,campaign_id,created_at
3,2025-06-28,5300.37,completed,Bank Transfer,19,2025-06-28 12:12:00
3,2025-06-28,5331.83,shipped,Credit Card,5,2025-06-28 16:01:00
3,2025-06-30,4357.28,completed,GCash,19,2025-06-30 15:01:00
3,2025-06-30,5222.72,completed,Credit Card,19,2025-06-30 08:11:00
3,2025-07-02,3940.82,completed,PayMaya,5,2025-07-02 18:38:00
3,2025-07-04,5021.42,completed,Credit Card,,2025-07-04 13:43:00
3,2025-07-11,3449.02,processing,PayMaya,,2025-07-11 09:43:00
3,2025-07-18,4847.32,processing,Credit Card,6,2025-07-18 09:14:00
4,2025-06-24,260.56,completed,Bank Transfer,19,2025-06-24 11:33:00
4,2025-06-24,223.94,completed,Bank Transfer,,2025-06-24 09:43:00
4,2025-06-25,283.25,completed,Credit Card,5,2025-06-25 14:50:00
4,2025-06-25,327.62,completed,Credit Card,,2025-06-25 15:26:00
4,2025-06-25,283.63,shipped,PayMaya,19,2025-06-25 12:57:00
4,2025-06-25,336.76,completed,Credit Card,,2025-06-25 16:24:00
4,2025-06-25,256.06,completed,Bank Transfer,,2025-06-25 14:58:00
4,2025-06-26,247.12,completed,Credit Card,19,2025-06-26 17:09:00
4,2025-06-26,299.54,completed,Credit Card,19,2025-06-26 14:57:00
4,2025-06-26,349.27,completed,Credit Card,19,2025-06-26 14:25:00
4,2025-06-26,361.14,completed,GCash,,2025-06-26 09:45:00
4,2025-06-26,353.99,completed,Credit Card,19,2025-06-26 16:54:00
4,2025-06-26,307.96,completed,Bank Transfer,19,2025-06-26 10:52:00
4,2025-06-26,348.31,shipped,Credit Card,19,2025-06-26 16:07:00
4,2025-06-27,201.75,cancelled,Credit Card,5,2025-06-27 20:29:00
4,2025-06-27,220.83,completed,Credit Card,5,2025-06-27 11:54:00
4,2025-06-27,235.46,completed,Credit Card,,2025-06-27 13:47:00
4,2025-06-28,239.02,completed,GCash,,2025-06-28 15:48:00
4,2025-06-28,287.29,completed,Credit Card,5,2025-06-28 14:34:00
4,2025-06-28,301.81,completed,Credit Card,5,2025-06-28 18:08:00
4,2025-06-28,354.33,completed,Credit Card,,2025-06-28 12:31:00
4,2025-06-29,293.61,completed,Credit Card,,2025-06-29 08:35:00
4,2025-06-30,290.31,completed,Credit Card,,2025-06-30 13:10:00
4,2025-06-30,264.55,completed,Credit Card,19,2025-06-30 08:10:00
4,2025-06-30,296.47,completed,Credit Card,5,2025-06-30 17:24:00
4,2025-07-01,311.32,completed,Credit Card,19,2025-07-01 11:18:00
4,2025-07-01,171.47,completed,GCash,,2025-07-01 19:52:00
5,2025-06-14,1720.84,completed,Bank Transfer,,2025-06-14 20:11:00
5,2025-06-14,1637.06,completed,GCash,11,2025-06-14 08:23:00
5,2025-06-15,2287.1,completed,Credit Card,5,2025-06-15 09:32:00
5,2025-06-15,1713.31,shipped,Credit Card,5,2025-06-15 13:55:00
5,2025-06-15,2843.52,shipped,Credit Card,,2025-06-15 16:52:00
5,2025-06-15,2825.08,completed,Credit Card,,2025-06-15 15:05:00
5,2025-06-16,2624.1,completed,Credit Card,19,2025-06-16 09:03:00
5,2025-06-17,2435.93,shipped,Credit Card,,2025-06-17 20:12:00
5,2025-06-17,2509.35,completed,Credit Card,,2025-06-17 09:25:00
5,2025-06-17,1897.93,completed,Credit Card,19,2025-06-17 15:24:00
5,2025-06-18,2278.22,cancelled,PayMaya,19,2025-06-18 19:17:00
5,2025-06-18,1914.59,shipped,Bank Transfer,19,2025-06-18 17:25:00
5,2025-06-18,2620.7,completed,Credit Card,,2025-06-18 19:23:00
5,2025-06-19,1741.84,completed,Bank Transfer,,2025-06-19 08:49:00
5,2025-06-19,2364.97,completed,GCash,,2025-06-19 13:03:00
5,2025-06-19,2060.18,cancelled,Credit Card,,2025-06-19 10:48:00
5,2025-06-19,2787.31,completed,Credit Card,5,2025-06-19 09:51:00
5,2025-06-20,1913.5,cancelled,GCash,,2025-06-20 10:11:00
5,2025-06-20,2419.91,shipped,Credit Card,19,2025-06-20 16:57:00
5,2025-06-20,2117.55,shipped,Bank Transfer,,2025-06-20 11:31:00
5,2025-06-22,2504.84,shipped,PayMaya,5,2025-06-22 13:23:00
5,2025-06-22,2643.43,completed,Credit Card,5,2025-06-22 20:31:00
5,2025-06-23,1915.9,completed,Credit Card,,2025-06-23 20:38:00
5,2025-06-23,2435.25,completed,PayMaya,5,2025-06-23 09:20:00
5,2025-06-23,2404.87,completed,Credit Card,,2025-06-23 19:00:00
5,2025-06-23,2411.73,completed,Credit Card,19,2025-06-23 20:18:00
5,2025-06-23,2230.49,completed,Credit Card,19,2025-06-23 14:11:00
5,2025-06-23,1639.84,completed,Credit Card,19,2025-06-23 20:31:00
5,2025-06-23,2137.07,completed,PayMaya,19,2025-06-23 17:03:00
5,2025-06-23,1784.65,completed,Bank Transfer,19,2025-06-23 14:52:00
5,2025-06-24,2352.17,processing,GCash,,2025-06-24 16:22:00
5,2025-06-24,2981.07,completed,Credit Card,,2025-06-24 10:43:00
5,2025-06-24,1985.8,cancelled,PayMaya,,2025-06-24 18:29:00
5,2025-06-25,2379.1,completed,Bank Transfer,,2025-06-25 11:41:00
5,2025-06-26,2956.85,completed,Credit Card,5,2025-06-26 16:50:00
5,2025-06-26,2098.1,completed,Credit Card,,2025-06-26 09:01:00
5,2025-06-26,2000.95,shipped,PayMaya,,2025-06-26 17:14:00
5,2025-06-26,1981.23,processing,GCash,5,2025-06-26 14:09:00
5,2025-06-27,2749.59,completed,Credit Card,,2025-06-27 14:11:00
5,2025-06-27,1985.86,completed,Bank Transfer,5,2025-06-27 09:25:00
5,2025-06-27,2693.24,completed,Credit Card,5,2025-06-27 16:13:00
5,2025-07-02,2464.69,completed,Credit Card,5,2025-07-02 13:17:00
5,2025-07-05,2201.83,completed,PayMaya,19,2025-07-05 18:18:00
5,2025-07-08,1856.99,completed,GCash,,2025-07-08 17:34:00
5,2025-07-12,2282.23,completed,Bank Transfer,,2025-07-12 08:00:00
6,2025-02-19,3302.6,processing,Credit Card,2,2025-02-19 14:20:00
6,2025-02-24,4708.18,completed,GCash,,2025-02-24 19:01:00
6,2025-03-05,5531.46,completed,PayMaya,,2025-03-05 17:26:00
6,2025-03-26,4220.75,completed,Credit Card,3,2025-03-26 17:05:00
6,2025-03-27,4031.81,shipped,Credit Card,3,2025-03-27 18:23:00
6,2025-04-08,5836.6,processing,Bank Transfer,,2025-04-08 14:27:00
6,2025-05-04,5012.28,completed,Bank Transfer,4,2025-05-04 16:21:00
6,2025-05-31,4677.15,completed,Bank Transfer,,2025-05-31 18:01:00
7,2025-07-28,5997.19,completed,GCash,,2025-07-28 12:53:00
7,2025-07-28,3798.51,completed,Credit Card,,2025-07-28 20:17:00
7,2025-07-28,6324.71,completed,Credit Card,6,2025-07-28 08:19:00
7,2025-07-28,6185.71,cancelled,Bank Transfer,,2025-07-28 12:44:00
7,2025-07-29,3460.79,completed,PayMaya,6,2025-07-29 13:03:00
7,2025-07-29,4759.41,completed,GCash,6,2025-07-29 16:59:00
7,2025-07-30,6476.48,completed,Credit Card,,2025-07-30 12:35:00
7,2025-07-31,3985.11,completed,GCash,,2025-07-31 17:37:00
7,2025-08-01,4973.5,completed,Credit Card,15,2025-08-01 14:15:00
8,2025-02-02,1921.12,completed,GCash,8,2025-02-02 13:20:00
8,2025-02-02,2109.52,completed,Bank Transfer,8,2025-02-02 12:07:00
8,2025-02-02,1749.83,completed,Credit Card,8,2025-02-02 12:42:00
8,2025-02-03,1738.75,completed,Bank Transfer,8,2025-02-03 08:58:00
8,2025-02-04,2051.65,completed,PayMaya,,2025-02-04 14:11:00
8,2025-02-04,1466.3,completed,Credit Card,,2025-02-04 13:17:00
8,2025-02-04,2061.46,completed,GCash,8,2025-02-04 12:45:00
8,2025-02-07,1338.3,completed,Credit Card,8,2025-02-07 20:57:00
8,2025-02-07,2095.18,completed,Bank Transfer,,2025-02-07 14:54:00
8,2025-02-10,1275.04,completed,Credit Card,,2025-02-10 19:05:00
8,2025-02-14,1642.13,completed,PayMaya,,2025-02-14 09:03:00
8,2025-02-16,1490.28,completed,Credit Card,12,2025-02-16 17:17:00
9,2025-03-04,530.56,completed,PayMaya,13,2025-03-04 13:09:00
9,2025-03-07,594.42,completed,PayMaya,2,2025-03-07 09:59:00
9,2025-03-08,700.1,completed,PayMaya,3,2025-03-08 08:47:00
9,2025-03-19,417.81,completed,GCash,,2025-03-19 13:55:00
10,2025-04-16,160.85,completed,Credit Card,10,2025-04-16 14:51:00
10,2025-04-16,113.37,completed,GCash,,2025-04-16 11:37:00
10,2025-04-18,101.01,completed,Credit Card,10,2025-04-18 08:38:00
10,2025-04-19,109.37,completed,Credit Card,,2025-04-19 17:43:00
10,2025-04-19,119.13,completed,Bank Transfer,,2025-04-19 16:32:00
10,2025-04-20,114.45,completed,GCash,4,2025-04-20 19:26:00
10,2025-04-20,168.25,completed,PayMaya,,2025-04-20 19:49:00
10,2025-04-21,139.5,completed,PayMaya,,2025-04-21 15:58:00
10,2025-04-22,132.4,completed,Credit Card,10,2025-04-22 09:02:00
10,2025-04-22,107.23,completed,Bank Transfer,,2025-04-22 13:57:00
10,2025-04-25,149.52,processing,Credit Card,10,2025-04-25 17:05:00
10,2025-04-26,116.82,completed,GCash,,2025-04-26 20:34:00
10,2025-04-29,97.64,completed,PayMaya,4,2025-04-29 13:59:00
10,2025-04-29,135.63,completed,Bank Transfer,10,2025-04-29 16:15:00
10,2025-05-01,153.03,completed,Credit Card,14,2025-05-01 17:57:00
10,2025-05-02,94.25,shipped,GCash,4,2025-05-02 17:08:00
10,2025-05-04,154.56,completed,Credit Card,4,2025-05-04 14:24:00
10,2025-05-04,128.29,processing,Credit Card,10,2025-05-04 11:54:00
10,2025-05-07,155.55,completed,Credit Card,14,2025-05-07 08:08:00
10,2025-05-08,137.84,completed,GCash,,2025-05-08 10:25:00
10,2025-05-08,104.71,completed,Credit Card,4,2025-05-08 10:01:00
10,2025-05-09,157.43,completed,Credit Card,4,2025-05-09 09:36:00
10,2025-05-13,146.27,completed,PayMaya,,2025-05-13 11:44:00
10,2025-05-14,123.56,completed,GCash,4,2025-05-14 11:40:00
10,2025-05-15,152.78,shipped,Bank Transfer,4,2025-05-15 18:15:00
10,2025-05-15,129.44,completed,Bank Transfer,11,2025-05-15 11:17:00
10,2025-05-16,104.63,completed,PayMaya,11,2025-05-16 10:54:00
10,2025-05-24,107.49,completed,GCash,,2025-05-24 08:54:00
10,2025-05-25,98.39,completed,Credit Card,11,2025-05-25 17:56:00
10,2025-05-27,159.74,completed,Credit Card,18,2025-05-27 08:11:00
10,2025-06-03,95.4,completed,Credit Card,,2025-06-03 14:54:00
11,2025-03-22,423.4,completed,GCash,17,2025-03-22 12:42:00
11,2025-04-07,407.95,completed,Credit Card,10,2025-04-07 20:48:00
12,2025-03-11,447.49,completed,Credit Card,,2025-03-11 17:50:00
12,2025-03-14,649.43,completed,Credit Card,2,2025-03-14 14:06:00
12,2025-03-20,411.11,completed,Bank Transfer,3,2025-03-20 12:36:00
12,2025-03-24,550.66,completed,Bank Transfer,3,2025-03-24 20:55:00
12,2025-03-28,563.31,completed,Credit Card,3,2025-03-28 08:35:00
12,2025-04-03,390.64,completed,PayMaya,,2025-04-03 17:03:00
13,2025-01-30,1466.2,completed,Bank Transfer,7,2025-01-30 11:51:00
13,2025-02-03,1501.32,completed,Credit Card,8,2025-02-03 10:45:00
13,2025-02-08,1786.74,completed,Bank Transfer,,2025-02-08 10:18:00
13,2025-02-11,1180.6,completed,Credit Card,,2025-02-11 09:43:00
13,2025-02-12,1837.48,completed,Credit Card,16,2025-02-12 20:32:00
13,2025-02-12,1936.98,completed,GCash,,2025-02-12 13:22:00
13,2025-02-18,1325.97,completed,Bank Transfer,16,2025-02-18 17:58:00
13,2025-02-18,1674.7,completed,Credit Card,2,2025-02-18 11:42:00
13,2025-02-25,1900.92,completed,Credit Card,,2025-02-25 20:11:00
13,2025-02-28,1469.55,completed,Credit Card,8,2025-02-28 15:58:00
13,2025-03-03,1986.19,completed,Credit Card,3,2025-03-03 14:12:00
13,2025-03-08,1500.51,completed,Credit Card,3,2025-03-08 19:39:00
13,2025-03-09,1464.03,completed,Credit Card,2,2025-03-09 13:28:00
13,2025-03-10,1460.45,completed,PayMaya,13,2025-03-10 19:11:00
13,2025-03-11,1364.01,completed,Bank Transfer,3,2025-03-11 14:10:00
13,2025-03-14,1594.14,completed,GCash,,2025-03-14 17:48:00
13,2025-03-15,1672.3,completed,GCash,,2025-03-15 09:15:00
13,2025-03-18,1895.98,completed,Credit Card,13,2025-03-18 19:46:00
13,2025-03-23,1317.33,completed,Bank Transfer,13,2025-03-23 19:18:00
13,2025-04-09,1680.1,completed,GCash,,2025-04-09 18:05:00
14,2025-01-17,2032.68,processing,GCash,7,2025-01-17 19:47:00
14,2025-01-19,2346.05,completed,GCash,7,2025-01-19 11:26:00
14,2025-01-21,1429.32,completed,Bank Transfer,7,2025-01-21 13:16:00
14,2025-01-24,1502.81,completed,Credit Card,7,2025-01-24 15:31:00
14,2025-01-26,2410.81,processing,Credit Card,7,2025-01-26 10:29:00
14,2025-01-29,2445.63,completed,Credit Card,7,2025-01-29 10:25:00
14,2025-01-31,1425.81,shipped,Bank Transfer,,2025-01-31 17:00:00
14,2025-01-31,2295.89,completed,Credit Card,,2025-01-31 20:48:00
14,2025-02-01,1435.24,completed,PayMaya,8,2025-02-01 13:39:00
14,2025-02-02,1663.14,completed,PayMaya,8,2025-02-02 12:45:00
14,2025-02-04,1670.39,completed,Credit Card,8,2025-02-04 15:46:00
14,2025-02-22,2624.75,completed,Bank Transfer,,2025-02-22 11:44:00
15,2025-02-13,3344.64,cancelled,PayMaya,12,2025-02-13 16:11:00
16,2025-02-24,825.72,completed,Credit Card,8,2025-02-24 16:48:00
16,2025-02-28,1339.62,completed,GCash,,2025-02-28 11:27:00
17,2025-02-27,8014.04,completed,Credit Card,8,2025-02-27 18:25:00
17,2025-03-21,5510.55,completed,Credit Card,,2025-03-21 11:11:00
17,2025-03-26,6749.9,completed,Credit Card,3,2025-03-26 14:30:00
17,2025-04-05,5181.4,completed,Credit Card,,2025-04-05 12:27:00
17,2025-04-09,9234.52,processing,Credit Card,10,2025-04-09 19:42:00
17,2025-04-18,5952.15,completed,Credit Card,4,2025-04-18 11:40:00
18,2025-07-09,266.16,completed,PayMaya,5,2025-07-09 17:18:00
18,2025-07-10,171.95,completed,PayMaya,,2025-07-10 11:03:00
18,2025-07-10,252.57,completed,COD,19,2025-07-10 09:01:00
18,2025-07-10,195.2,completed,PayMaya,5,2025-07-10 12:12:00
18,2025-07-11,185.93,shipped,PayMaya,20,2025-07-11 13:54:00
18,2025-07-14,188.08,completed,GCash,20,2025-07-14 09:37:00
18,2025-07-15,268.83,completed,PayMaya,19,2025-07-15 14:47:00
18,2025-07-16,222.75,processing,Credit Card,20,2025-07-16 13:19:00
18,2025-07-16,195.65,completed,COD,20,2025-07-16 18:16:00
18,2025-07-17,247.86,completed,GCash,6,2025-07-17 09:10:00
18,2025-07-21,143.28,processing,GCash,,2025-07-21 20:24:00
19,2025-02-09,1264.58,completed,Bank Transfer,,2025-02-09 20:57:00
19,2025-02-10,1787.22,completed,Bank Transfer,8,2025-02-10 18:25:00
19,2025-02-11,1291.88,completed,Bank Transfer,8,2025-02-11 09:00:00
19,2025-02-11,1392.93,completed,Bank Transfer,8,2025-02-11 20:24:00
19,2025-02-12,2005.02,completed,Bank Transfer,8,2025-02-12 09:43:00
19,2025-02-12,1404.35,completed,Bank Transfer,8,2025-02-12 10:33:00
19,2025-02-14,1898.89,completed,Credit Card,8,2025-02-14 12:52:00
19,2025-02-15,2112.38,cancelled,Bank Transfer,8,2025-02-15 12:54:00
19,2025-02-15,1977.38,completed,PayMaya,,2025-02-15 15:01:00
19,2025-02-15,2118.18,completed,Bank Transfer,,2025-02-15 17:26:00
19,2025-02-15,2262.78,completed,Credit Card,8,2025-02-15 09:33:00
19,2025-02-16,1342.84,completed,Credit Card,8,2025-02-16 13:36:00
19,2025-02-18,1379.35,completed,PayMaya,2,2025-02-18 09:41:00
19,2025-02-20,2423.18,completed,Bank Transfer,2,2025-02-20 20:06:00
19,2025-02-21,1744.28,completed,Credit Card,8,2025-02-21 13:28:00
19,2025-02-23,1426.0,completed,Credit Card,2,2025-02-23 14:06:00
19,2025-02-23,2449.51,completed,Bank Transfer,2,2025-02-23 20:51:00
19,2025-02-23,2201.4,completed,Credit Card,2,2025-02-23 13:44:00
19,2025-02-24,1786.92,completed,GCash,8,2025-02-24 12:12:00
19,2025-02-25,1468.06,completed,Credit Card,8,2025-02-25 09:24:00
19,2025-02-28,1387.79,completed,GCash,8,2025-02-28 13:26:00
19,2025-03-01,1891.6,cancelled,Bank Transfer,2,2025-03-01 19:27:00
19,2025-03-03,1734.11,completed,Credit Card,,2025-03-03 16:42:00
19,2025-03-05,2415.05,shipped,Credit Card,,2025-03-05 18:34:00
20,2025-04-23,1293.4,completed,Credit Card,,2025-04-23 11:23:00
20,2025-04-27,699.54,completed,Bank Transfer,4,2025-04-27 13:08:00
20,2025-05-08,1039.26,completed,Credit Card,,2025-05-08 13:09:00
21,2025-07-18,1352.43,completed,GCash,,2025-07-18 18:01:00
21,2025-07-19,1191.87,completed,GCash,6,2025-07-19 14:06:00
21,2025-07-19,1396.42,completed,Credit Card,6,2025-07-19 08:40:00
21,2025-07-20,1545.46,completed,Credit Card,,2025-07-20 19:33:00
21,2025-07-20,1179.11,completed,PayMaya,,2025-07-20 08:45:00
21,2025-07-20,1421.86,completed,Credit Card,6,2025-07-20 12:14:00
21,2025-07-21,1269.89,completed,GCash,6,2025-07-21 16:30:00
21,2025-07-21,835.48,completed,Credit Card,,2025-07-21 10:39:00
21,2025-07-22,1299.58,completed,PayMaya,6,2025-07-22 12:58:00
21,2025-07-24,979.14,cancelled,Credit Card,6,2025-07-24 13:22:00
21,2025-07-24,1212.73,completed,GCash,6,2025-07-24 19:02:00
21,2025-07-28,1252.58,shipped,PayMaya,,2025-07-28 18:22:00
21,2025-07-28,1300.73,completed,GCash,6,2025-07-28 15:32:00
22,2025-07-13,365.5,completed,PayMaya,19,2025-07-13 20:12:00
22,2025-07-13,493.94,completed,GCash,20,2025-07-13 13:53:00
22,2025-07-13,375.61,completed,COD,,2025-07-13 13:19:00
22,2025-07-13,461.17,shipped,GCash,19,2025-07-13 16:02:00
22,2025-07-13,329.79,completed,GCash,19,2025-07-13 20:05:00
22,2025-07-13,433.67,completed,GCash,20,2025-07-13 14:56:00
22,2025-07-13,426.81,cancelled,GCash,19,2025-07-13 19:26:00
22,2025-07-13,627.75,completed,GCash,5,2025-07-13 19:17:00
22,2025-07-13,466.28,completed,Credit Card,19,2025-07-13 18:33:00
22,2025-07-14,342.25,completed,Credit Card,20,2025-07-14 11:38:00
22,2025-07-14,543.92,shipped,COD,20,2025-07-14 10:18:00
22,2025-07-14,603.35,completed,PayMaya,,2025-07-14 11:45:00
22,2025-07-14,574.59,completed,GCash,19,2025-07-14 18:01:00
22,2025-07-14,460.11,completed,PayMaya,20,2025-07-14 17:10:00
22,2025-07-15,341.78,completed,PayMaya,19,2025-07-15 12:39:00
22,2025-07-15,404.04,completed,COD,6,2025-07-15 09:53:00
23,2025-03-26,1437.79,completed,GCash,17,2025-03-26 11:54:00
23,2025-03-26,1874.99,shipped,GCash,9,2025-03-26 10:31:00
23,2025-03-26,1448.17,completed,Bank Transfer,,2025-03-26 16:35:00
23,2025-03-26,1713.73,processing,Credit Card,17,2025-03-26 17:00:00
23,2025-03-26,1113.27,completed,GCash,9,2025-03-26 18:42:00
23,2025-03-26,1766.39,completed,Credit Card,,2025-03-26 09:00:00
23,2025-03-26,1570.35,completed,Bank Transfer,,2025-03-26 09:26:00
23,2025-03-26,1201.5,completed,Credit Card,17,2025-03-26 08:53:00
23,2025-03-26,1094.49,completed,Bank Transfer,,2025-03-26 18:17:00
23,2025-03-26,1097.54,processing,Bank Transfer,17,2025-03-26 11:41:00
23,2025-03-26,1569.31,processing,GCash,,2025-03-26 15:30:00
23,2025-03-26,1842.64,completed,Credit Card,9,2025-03-26 18:28:00
23,2025-03-26,1328.18,completed,GCash,9,2025-03-26 17:04:00
23,2025-03-27,1140.87,completed,Bank Transfer,13,2025-03-27 19:47:00
23,2025-03-27,2011.02,processing,PayMaya,9,2025-03-27 08:47:00
23,2025-03-27,1471.93,completed,GCash,9,2025-03-27 16:43:00
23,2025-03-27,1196.2,completed,Bank Transfer,9,2025-03-27 10:17:00
23,2025-03-27,1777.89,completed,Bank Transfer,,2025-03-27 08:03:00
23,2025-03-27,2065.25,cancelled,Bank Transfer,9,2025-03-27 09:33:00
23,2025-03-27,1465.62,completed,Credit Card,3,2025-03-27 15:08:00
23,2025-03-27,1046.3,completed,Bank Transfer,9,2025-03-27 10:34:00
23,2025-03-28,1837.77,completed,PayMaya,,2025-03-28 16:48:00
24,2025-04-14,1035.92,completed,PayMaya,,2025-04-14 17:51:00
24,2025-04-17,1760.93,completed,Credit Card,4,2025-04-17 12:50:00
24,2025-04-18,1135.84,completed,GCash,,2025-04-18 14:28:00
24,2025-04-19,1635.16,completed,GCash,10,2025-04-19 12:34:00
24,2025-04-20,1230.23,shipped,GCash,10,2025-04-20 17:30:00
24,2025-04-21,1652.96,completed,PayMaya,10,2025-04-21 15:20:00
24,2025-04-21,1462.12,completed,GCash,10,2025-04-21 14:10:00
24,2025-04-28,1156.52,completed,PayMaya,10,2025-04-28 19:33:00
24,2025-04-28,1402.47,completed,GCash,,2025-04-28 19:06:00
24,2025-04-29,1389.29,completed,Credit Card,,2025-04-29 14:29:00
24,2025-04-30,1626.15,completed,Bank Transfer,,2025-04-30 17:05:00
24,2025-05-02,920.53,completed,PayMaya,,2025-05-02 17:18:00
24,2025-05-03,1274.08,completed,PayMaya,10,2025-05-03 09:51:00
24,2025-05-04,1667.45,completed,GCash,10,2025-05-04 09:05:00
24,2025-05-04,1573.5,completed,PayMaya,4,2025-05-04 17:47:00
24,2025-05-05,1292.14,completed,GCash,4,2025-05-05 17:08:00
24,2025-05-09,988.99,cancelled,GCash,,2025-05-09 09:01:00
24,2025-05-09,1087.83,completed,GCash,,2025-05-09 20:31:00
24,2025-05-16,1534.02,completed,Bank Transfer,4,2025-05-16 19:14:00
24,2025-05-18,1672.78,shipped,GCash,,2025-05-18 15:27:00
24,2025-05-22,986.25,completed,Bank Transfer,,2025-05-22 14:49:00
24,2025-05-27,1356.13,completed,Credit Card,,2025-05-27 19:24:00
25,2025-06-10,3268.93,completed,PayMaya,11,2025-06-10 17:41:00
25,2025-06-12,2946.81,completed,PayMaya,5,2025-06-12 17:35:00
25,2025-06-12,2761.69,completed,Credit Card,5,2025-06-12 08:20:00
25,2025-06-13,3607.83,completed,Credit Card,11,2025-06-13 19:23:00
25,2025-06-14,2493.51,completed,Bank Transfer,5,2025-06-14 10:39:00
25,2025-06-15,4192.69,completed,Credit Card,5,2025-06-15 10:55:00
25,2025-06-15,3069.75,processing,Credit Card,5,2025-06-15 10:36:00
26,2025-02-10,558.31,completed,PayMaya,8,2025-02-10 19:14:00
26,2025-02-12,448.51,completed,GCash,16,2025-02-12 20:36:00
26,2025-02-12,578.94,completed,COD,8,2025-02-12 17:29:00
26,2025-02-13,441.08,completed,GCash,12,2025-02-13 16:48:00
26,2025-02-14,452.45,completed,PayMaya,16,2025-02-14 09:09:00
26,2025-02-19,480.07,completed,COD,,2025-02-19 11:31:00
26,2025-02-19,331.78,shipped,COD,,2025-02-19 14:03:00
26,2025-02-19,595.54,completed,PayMaya,2,2025-02-19 16:39:00
26,2025-02-19,380.19,completed,COD,8,2025-02-19 15:09:00
26,2025-02-19,471.71,completed,PayMaya,8,2025-02-19 14:59:00
26,2025-02-22,400.49,completed,Credit Card,,2025-02-22 16:30:00
26,2025-02-28,356.5,cancelled,GCash,,2025-02-28 15:22:00
26,2025-03-01,556.31,completed,COD,8,2025-03-01 08:57:00
26,2025-03-01,382.8,completed,Credit Card,13,2025-03-01 08:19:00
26,2025-03-04,600.35,completed,Credit Card,,2025-03-04 11:04:00
26,2025-03-06,580.43,completed,GCash,13,2025-03-06 20:56:00
26,2025-03-08,547.07,shipped,PayMaya,,2025-03-08 10:09:00
26,2025-03-08,549.78,completed,GCash,3,2025-03-08 20:09:00
26,2025-03-10,395.32,completed,GCash,,2025-03-10 19:25:00
26,2025-03-10,332.47,completed,GCash,13,2025-03-10 20:22:00
26,2025-03-10,514.76,completed,COD,2,2025-03-10 19:36:00
26,2025-03-14,520.31,completed,PayMaya,2,2025-03-14 20:10:00
26,2025-03-16,513.03,completed,PayMaya,13,2025-03-16 16:28:00
26,2025-03-18,472.66,completed,PayMaya,,2025-03-18 15:08:00
26,2025-03-25,359.96,completed,Credit Card,,2025-03-25 09:20:00
