order_id,product_id,quantity,unit_price,created_at
276,11,1,1421.86,2025-07-20 12:14:00
277,37,1,1269.89,2025-07-21 16:30:00
278,15,1,835.48,2025-07-21 10:39:00
279,25,1,1299.58,2025-07-22 12:58:00
280,35,1,979.14,2025-07-24 13:22:00
281,10,1,1212.73,2025-07-24 19:02:00
282,43,1,1252.58,2025-07-28 18:22:00
283,31,1,1300.73,2025-07-28 15:32:00
284,42,1,365.5,2025-07-13 20:12:00
285,34,1,493.94,2025-07-13 13:53:00
286,39,1,375.61,2025-07-13 13:19:00
287,38,1,461.17,2025-07-13 16:02:00
288,36,1,329.79,2025-07-13 20:05:00
289,40,1,433.67,2025-07-13 14:56:00
290,41,1,426.81,2025-07-13 19:26:00
291,31,1,627.75,2025-07-13 19:17:00
292,56,1,466.28,2025-07-13 18:33:00
293,33,1,342.25,2025-07-14 11:38:00
294,36,1,543.92,2025-07-14 10:18:00
295,32,1,603.35,2025-07-14 11:45:00
296,57,1,574.59,2025-07-14 18:01:00
297,40,1,460.11,2025-07-14 17:10:00
298,34,1,341.78,2025-07-15 12:39:00
299,53,1,404.04,2025-07-15 09:53:00
300,66,1,1437.79,2025-03-26 11:54:00
301,20,1,1874.99,2025-03-26 10:31:00
302,68,1,1448.17,2025-03-26 16:35:00
303,4,1,1713.73,2025-03-26 17:00:00
304,50,1,1113.27,2025-03-26 18:42:00
305,64,1,1766.39,2025-03-26 09:00:00
306,66,1,1570.35,2025-03-26 09:26:00
307,49,1,1201.5,2025-03-26 08:53:00
308,65,1,1094.49,2025-03-26 18:17:00
309,29,1,1097.54,2025-03-26 11:41:00
310,66,1,1569.31,2025-03-26 15:30:00
311,24,1,1842.64,2025-03-26 18:28:00
312,19,1,1328.18,2025-03-26 17:04:00
313,67,1,1140.87,2025-03-27 19:47:00
314,27,1,2011.02,2025-03-27 08:47:00
315,65,1,1471.93,2025-03-27 16:43:00
316,30,1,1196.2,2025-03-27 10:17:00
317,5,1,1777.89,2025-03-27 08:03:00
318,23,1,2065.25,2025-03-27 09:33:00
319,47,1,1465.62,2025-03-27 15:08:00
320,26,1,1046.3,2025-03-27 10:34:00
321,21,1,1837.77,2025-03-28 16:48:00
322,1,1,1035.92,2025-04-14 17:51:00
323,19,1,1760.93,2025-04-17 12:50:00
324,49,1,1135.84,2025-04-18 14:28:00
325,36,1,1635.16,2025-04-19 12:34:00
326,20,1,1230.23,2025-04-20 17:30:00
327,43,1,1652.96,2025-04-21 15:20:00
328,47,1,1462.12,2025-04-21 14:10:00
329,41,1,1156.52,2025-04-28 19:33:00
330,11,1,1402.47,2025-04-28 19:06:00
331,32,1,1389.29,2025-04-29 14:29:00
332,18,1,1626.15,2025-04-30 17:05:00
333,8,1,920.53,2025-05-02 17:18:00
334,13,1,1274.08,2025-05-03 09:51:00
335,49,1,1667.45,2025-05-04 09:05:00
336,37,1,1573.5,2025-05-04 17:47:00
337,23,1,1292.14,2025-05-05 17:08:00
338,46,1,988.99,2025-05-09 09:01:00
339,18,1,1087.83,2025-05-09 20:31:00
340,16,1,1534.02,2025-05-16 19:14:00
341,5,1,1672.78,2025-05-18 15:27:00
342,41,1,986.25,2025-05-22 14:49:00
343,25,1,1356.13,2025-05-27 19:24:00
344,33,1,3268.93,2025-06-10 17:41:00
345,5,1,2946.81,2025-06-12 17:35:00
346,2,1,2761.69,2025-06-12 08:20:00
347,21,1,3607.83,2025-06-13 19:23:00
348,20,1,2493.51,2025-06-14 10:39:00
349,20,1,4192.69,2025-06-15 10:55:00
350,50,1,3069.75,2025-06-15 10:36:00
351,39,1,558.31,2025-02-10 19:14:00
352,34,1,448.51,2025-02-12 20:36:00
353,38,1,578.94,2025-02-12 17:29:00
354,31,1,441.08,2025-02-13 16:48:00
355,31,1,452.45,2025-02-14 09:09:00
356,54,1,480.07,2025-02-19 11:31:00
357,34,1,331.78,2025-02-19 14:03:00
358,37,1,595.54,2025-02-19 16:39:00
359,53,1,380.19,2025-02-19 15:09:00
360,38,1,471.71,2025-02-19 14:59:00
361,35,1,400.49,2025-02-22 16:30:00
362,57,1,356.5,2025-02-28 15:22:00
363,31,1,556.31,2025-03-01 08:57:00
364,54,1,382.8,2025-03-01 08:19:00
365,34,1,600.35,2025-03-04 11:04:00
366,43,1,580.43,2025-03-06 20:56:00
367,52,1,547.07,2025-03-08 10:09:00
368,38,1,549.78,2025-03-08 20:09:00
369,45,1,395.32,2025-03-10 19:25:00
370,44,1,332.47,2025-03-10 20:22:00
371,51,1,514.76,2025-03-10 19:36:00
372,33,1,520.31,2025-03-14 20:10:00
373,42,1,513.03,2025-03-16 16:28:00
374,43,1,472.66,2025-03-18 15:08:00
375,33,1,359.96,2025-03-25 09:20:00
376,10,1,526.06,2025-03-28 18:11:00
377,41,1,299.0,2025-03-30 20:46:00
378,34,1,305.05,2025-04-01 14:24:00
379,35,1,540.95,2025-04-03 17:07:00
380,10,1,390.33,2025-04-09 16:55:00
381,21,1,634.98,2025-04-03 13:08:00
382,5,1,793.5,2025-04-04 11:04:00
383,18,1,805.31,2025-04-04 08:23:00
384,4,1,474.28,2025-04-06 18:12:00
385,26,1,856.65,2025-04-07 18:44:00
386,1,1,697.35,2025-04-08 16:13:00
387,4,1,847.06,2025-04-10 14:43:00
388,18,1,660.13,2025-04-10 17:16:00
389,17,1,784.12,2025-04-10 08:28:00
390,16,1,447.85,2025-04-14 11:34:00
391,17,1,630.28,2025-04-14 12:18:00
392,2,1,589.37,2025-04-15 08:20:00
393,3,1,726.1,2025-04-19 16:47:00
394,19,1,742.01,2025-04-19 16:24:00
395,26,1,594.98,2025-04-20 18:36:00
396,16,1,610.36,2025-04-21 09:19:00
397,26,1,800.89,2025-04-21 20:43:00
398,19,1,713.19,2025-04-25 11:52:00
399,2,1,744.37,2025-04-26 13:07:00
400,18,1,453.18,2025-04-29 16:23:00
401,21,1,478.12,2025-05-01 08:17:00
402,21,1,686.03,2025-05-05 13:56:00
403,20,1,613.69,2025-05-11 16:56:00
404,41,1,3725.57,2025-03-02 08:28:00
405,5,1,3862.35,2025-03-08 18:41:00
406,69,1,4451.4,2025-03-09 12:51:00
407,62,1,5336.43,2025-03-14 19:11:00
408,70,1,3216.48,2025-03-15 09:51:00
409,70,1,4940.33,2025-03-17 16:19:00
410,70,1,5094.11,2025-03-18 20:02:00
411,50,1,4276.98,2025-03-19 20:06:00
412,30,1,3642.16,2025-03-23 13:08:00
413,44,1,4727.04,2025-03-30 08:22:00
414,18,1,4421.32,2025-04-06 09:50:00
415,67,1,4909.51,2025-04-07 17:10:00
416,5,1,4846.88,2025-04-08 09:59:00
417,23,1,3939.92,2025-04-11 09:25:00
418,44,1,4569.15,2025-04-16 12:44:00
419,61,1,4529.55,2025-04-16 11:08:00
420,23,1,5078.51,2025-04-17 15:42:00
421,23,1,2941.55,2025-04-20 13:51:00
422,25,1,4174.61,2025-04-22 09:32:00
423,43,1,5139.8,2025-04-24 19:04:00
424,63,1,4996.94,2025-04-28 18:19:00
425,64,1,2838.49,2025-04-28 20:32:00
426,23,1,3077.44,2025-04-29 17:54:00
427,20,1,4355.54,2025-05-02 18:58:00
428,2,1,4627.28,2025-05-03 10:42:00
429,49,1,4567.96,2025-05-10 16:22:00
430,67,1,4974.13,2025-05-11 09:06:00
431,2,1,2837.41,2025-05-14 16:15:00
432,64,1,8417.05,2025-03-14 18:33:00
433,46,1,4869.18,2025-03-18 15:14:00
434,70,1,5379.08,2025-03-18 18:10:00
435,23,1,7710.58,2025-03-30 19:47:00
436,4,1,3228.64,2025-05-20 15:33:00
437,14,1,4288.94,2025-05-30 12:04:00
438,19,1,2616.56,2025-06-04 14:57:00
439,7,1,3927.5,2025-06-08 10:20:00
440,21,1,4047.64,2025-06-08 10:01:00
441,14,1,3523.24,2025-06-18 14:23:00
442,7,1,3463.09,2025-06-23 14:09:00
443,3,1,2092.15,2025-06-27 14:39:00
444,3,1,2524.29,2025-07-02 08:58:00
445,1,1,3644.31,2025-07-07 14:13:00
446,11,1,388.76,2025-01-04 12:34:00
447,32,1,533.99,2025-01-06 09:27:00
448,42,1,493.03,2025-01-07 14:15:00
449,50,1,675.78,2025-01-08 09:45:00
450,10,1,379.68,2025-01-09 12:58:00
451,43,1,465.9,2025-01-09 17:55:00
452,49,1,624.09,2025-01-10 17:50:00
453,10,1,525.99,2025-01-11 18:57:00
454,12,1,584.58,2025-01-12 08:08:00
455,43,1,540.48,2025-01-14 15:59:00
456,41,1,569.43,2025-01-14 20:12:00
457,24,1,573.04,2025-01-14 15:59:00
458,45,1,512.75,2025-01-14 13:20:00
459,46,1,568.45,2025-01-15 12:22:00
460,25,1,600.26,2025-01-17 17:37:00
461,44,1,465.8,2025-01-17 17:29:00
462,48,1,625.92,2025-01-19 19:56:00
463,50,1,549.7,2025-01-19 19:55:00
464,33,1,499.41,2025-01-21 15:57:00
465,49,1,610.78,2025-01-22 11:35:00
466,50,1,363.45,2025-01-22 15:51:00
467,11,1,628.06,2025-01-23 12:37:00
468,22,1,572.21,2025-01-23 17:59:00
469,10,1,330.83,2025-01-24 08:31:00
470,25,1,501.21,2025-01-25 11:11:00
471,44,1,597.44,2025-02-03 16:34:00
472,37,1,443.92,2025-02-05 15:29:00
473,2,1,5047.86,2025-04-24 20:21:00
474,31,1,4998.99,2025-04-24 16:35:00
475,33,1,5756.31,2025-04-26 19:31:00
476,61,1,2547.68,2025-08-06 09:32:00
477,47,1,2427.19,2025-08-06 10:26:00
478,17,1,2873.07,2025-08-07 19:58:00
479,3,1,2428.45,2025-08-07 16:42:00
480,16,1,3007.36,2025-08-07 11:18:00
481,64,1,1749.64,2025-08-08 14:29:00
482,23,1,1204.16,2025-03-15 17:46:00
483,36,1,1592.1,2025-03-15 15:47:00
484,37,1,983.4,2025-03-22 19:33:00
485,44,1,1313.44,2025-03-24 09:10:00
486,36,1,1112.92,2025-03-24 18:57:00
487,25,1,1459.14,2025-04-01 08:38:00
488,23,1,1599.62,2025-04-06 12:22:00
489,37,1,1245.12,2025-04-07 18:27:00
490,23,1,1290.31,2025-04-09 16:00:00
491,10,1,1573.27,2025-04-11 20:49:00
492,47,1,1362.48,2025-04-12 09:38:00
493,10,1,1267.36,2025-04-12 10:59:00
494,12,1,1072.87,2025-04-14 14:28:00
495,35,1,1236.95,2025-04-17 18:42:00
496,42,1,1851.63,2025-05-07 17:01:00
497,22,1,1668.88,2025-05-08 18:57:00
498,42,1,698.44,2025-02-19 13:32:00
499,43,1,663.38,2025-02-20 14:25:00
500,54,1,536.32,2025-02-21 15:21:00
501,56,1,465.8,2025-02-25 08:58:00
502,56,1,580.99,2025-03-01 14:01:00
503,32,1,518.7,2025-03-02 19:51:00
504,40,1,628.04,2025-03-07 19:40:00
505,52,1,671.77,2025-03-08 16:09:00
506,45,1,424.17,2025-03-08 11:02:00
507,36,1,642.55,2025-03-11 15:30:00
508,34,1,434.26,2025-03-13 12:15:00
509,33,1,539.67,2025-03-13 11:44:00
510,56,1,424.05,2025-03-15 14:13:00
511,32,1,683.84,2025-03-17 12:03:00
512,33,1,668.37,2025-03-19 11:49:00
513,40,1,426.69,2025-03-19 17:31:00
514,53,1,484.09,2025-03-20 18:42:00
515,39,1,508.7,2025-03-22 20:29:00
516,41,1,389.05,2025-03-23 17:50:00
517,57,1,460.24,2025-03-23 09:50:00
518,56,1,550.09,2025-03-24 17:00:00
519,36,1,403.4,2025-03-25 16:41:00
520,54,1,686.47,2025-04-02 19:34:00
521,57,1,593.42,2025-04-05 19:25:00
522,37,1,585.73,2025-04-08 20:14:00
523,37,1,430.68,2025-04-13 16:27:00
524,44,1,588.57,2025-04-14 09:10:00
525,43,1,489.97,2025-04-15 15:27:00
526,39,1,466.77,2025-04-16 11:02:00
527,37,1,728.47,2025-04-21 13:10:00
528,38,1,387.17,2025-04-26 16:08:00
529,54,1,556.32,2025-04-29 15:43:00
530,52,1,452.43,2025-05-02 13:22:00
531,37,1,680.33,2025-05-04 08:04:00
532,15,1,1117.97,2025-04-18 14:57:00
533,42,1,1049.74,2025-04-18 10:52:00
534,47,1,1608.07,2025-04-19 17:00:00
535,33,1,1768.33,2025-04-23 19:35:00
536,37,1,1363.75,2025-04-27 17:19:00
537,5,1,1349.45,2025-04-28 13:52:00
538,47,1,1342.48,2025-04-29 12:12:00
539,21,1,1669.49,2025-04-30 11:30:00
540,5,1,1016.3,2025-04-30 17:27:00
541,12,1,1041.7,2025-05-06 18:33:00
542,5,1,1327.65,2025-05-06 19:39:00
543,21,1,1125.54,2025-05-07 14:18:00
544,7,1,1567.03,2025-05-09 09:56:00
545,13,1,1186.63,2025-05-10 08:40:00
546,10,1,1278.54,2025-05-10 20:37:00
547,5,1,1735.14,2025-05-13 10:42:00
548,16,1,1591.32,2025-05-17 08:30:00
549,37,1,1468.21,2025-05-18 12:26:00
550,42,1,1517.72,2025-05-26 10:09:00
551,11,1,1719.19,2025-05-28 09:42:00
552,8,1,1654.37,2025-05-30 15:20:00
553,13,1,1051.74,2025-06-03 09:05:00
554,12,1,1843.19,2025-06-05 13:07:00
555,9,1,1029.46,2025-06-10 09:05:00
556,48,1,2814.69,2025-03-23 11:17:00
557,67,1,2941.18,2025-04-02 17:55:00
558,44,1,2577.5,2025-04-04 16:06:00
559,24,1,1652.33,2025-04-07 19:18:00
560,69,1,2822.39,2025-04-10 08:16:00
561,28,1,2401.31,2025-04-23 13:39:00
562,44,1,1682.85,2025-05-16 19:47:00
563,16,1,1082.0,2025-05-17 16:18:00
564,8,1,1549.9,2025-05-18 14:07:00
565,5,1,1734.73,2025-05-18 13:50:00
566,16,1,1297.03,2025-05-18 12:13:00
567,16,1,1509.27,2025-05-19 10:16:00
568,4,1,1572.05,2025-05-19 19:06:00
569,20,1,1461.18,2025-05-19 12:48:00
570,1,1,1665.03,2025-05-20 10:51:00
571,4,1,1207.53,2025-05-20 17:27:00
572,7,1,1251.61,2025-05-20 13:10:00
573,21,1,1528.41,2025-05-20 13:20:00
574,6,1,1749.38,2025-05-21 20:58:00
575,20,1,1432.41,2025-05-21 08:01:00
576,5,1,1453.15,2025-05-22 14:41:00
577,37,1,1291.44,2025-05-22 08:46:00
578,16,1,1769.8,2025-05-22 08:18:00
579,7,1,1652.99,2025-05-22 10:14:00
580,3,1,1213.08,2025-05-23 08:56:00
581,19,1,927.49,2025-05-24 17:52:00
582,13,1,1523.46,2025-05-25 15:15:00
583,17,1,1126.05,2025-05-25 15:23:00
584,16,1,1345.48,2025-05-28 17:42:00
585,52,1,2272.16,2025-03-24 13:54:00
586,51,1,2294.32,2025-03-24 16:23:00
587,32,1,3554.23,2025-03-25 19:59:00
588,51,1,2629.44,2025-03-25 10:57:00
589,35,1,2964.31,2025-03-26 20:38:00
590,54,1,3109.04,2025-03-26 16:21:00
591,32,1,2763.96,2025-03-26 17:46:00
592,31,1,3395.58,2025-03-28 20:45:00
